line=77,frame=8965,hold=R,char=1
line=10,frame=757,hold=,char=1
line=18,frame=1569,hold=,char=1
line=27,frame=2610,hold=,char=1
line=34,frame=3510,hold=,char=1
line=40,frame=4487,hold=,char=1
line=48,frame=5735,hold=,char=1
line=55,frame=6986,hold=,char=1
line=63,frame=7941,hold=,char=1
line=73,frame=8783,hold=,char=1
line=81,frame=9776,hold=,char=1
line=100,frame=10793,hold=,char=1
line=111,frame=11705,hold=,char=1
line=120,frame=12748,hold=,char=1
line=128,frame=13911,hold=,char=1
line=134,frame=14831,hold=,char=1
line=144,frame=15835,hold=,char=1
line=150,frame=16878,hold=,char=1
line=156,frame=17842,hold=,char=1
line=161,frame=18843,hold=,char=1
line=169,frame=19915,hold=,char=1
line=176,frame=21168,hold=,char=1
line=182,frame=22014,hold=,char=1
line=188,frame=22884,hold=,char=1
line=196,frame=23928,hold=,char=1
line=203,frame=24880,hold=,char=1
line=212,frame=25792,hold=,char=1
line=225,frame=26574,hold=,char=1
line=230,frame=27573,hold=,char=1
line=236,frame=28397,hold=,char=1
line=244,frame=29471,hold=,char=1
line=251,frame=30396,hold=,char=1
line=257,frame=31448,hold=,char=1
line=263,frame=32451,hold=,char=1
line=271,frame=33474,hold=,char=1
line=282,frame=34670,hold=,char=1
line=294,frame=35746,hold=,char=1
line=301,frame=36580,hold=,char=1
line=310,frame=37830,hold=,char=1
line=317,frame=38982,hold=,char=1
line=324,frame=39734,hold=,char=1
line=330,frame=40532,hold=,char=1
line=335,frame=41314,hold=,char=1
line=342,frame=42069,hold=,char=1
line=349,frame=42919,hold=,char=1
line=354,frame=43847,hold=,char=1
line=360,frame=44847,hold=,char=1
line=368,frame=45782,hold=,char=1
line=373,frame=46624,hold=,char=1
line=379,frame=47776,hold=,char=1
line=388,frame=48623,hold=,char=1
line=394,frame=49710,hold=,char=1
line=400,frame=50575,hold=,char=1
line=406,frame=51403,hold=,char=1
line=412,frame=52386,hold=,char=1
line=417,frame=53289,hold=,char=1
line=421,frame=54164,hold=,char=1
line=426,frame=54958,hold=,char=1
line=432,frame=56010,hold=,char=1
line=437,frame=56881,hold=,char=1
line=442,frame=57655,hold=,char=1
line=446,frame=58511,hold=,char=1
line=452,frame=59465,hold=,char=1
line=458,frame=60422,hold=,char=1
line=464,frame=61420,hold=,char=1
line=469,frame=62547,hold=,char=1
line=475,frame=63452,hold=,char=1
line=480,frame=64328,hold=,char=1
line=494,frame=65099,hold=,char=1
line=499,frame=65944,hold=,char=1
line=505,frame=67361,hold=,char=1
line=511,frame=68187,hold=,char=1
line=517,frame=69166,hold=,char=1
line=522,frame=70024,hold=,char=1
line=528,frame=71178,hold=,char=1
line=533,frame=72148,hold=,char=1
line=537,frame=73197,hold=,char=1
line=543,frame=74390,hold=,char=1
line=548,frame=75647,hold=,char=1
line=554,frame=76776,hold=,char=1
line=560,frame=77866,hold=,char=1
line=568,frame=79063,hold=,char=1
line=573,frame=79901,hold=,char=1
line=579,frame=80745,hold=,char=1
line=585,frame=81535,hold=,char=1
line=593,frame=83264,hold=,char=1
line=597,frame=84062,hold=,char=1
line=604,frame=85153,hold=,char=1
line=611,frame=86162,hold=,char=1
line=619,frame=88721,hold=,char=1
line=624,frame=89557,hold=,char=1
line=628,frame=90352,hold=,char=1
line=633,frame=91177,hold=,char=1
